village_id,provider,state,district,block,village,lgd_code,latitude,longitude,coordinate_source,tower_count,nearest_tower_km,strongest_signal_dbm,village_ookla_download_mbps,village_ookla_upload_mbps,village_ookla_tests,village_ookla_distance_km,provider_ookla_download_mbps,provider_ookla_upload_mbps,provider_ookla_tests,coverage_score,assessment_note
52,Jio,Odisha,Koraput,Koraput,Dolaiput,428926,18.86206695161244,82.74940035853955,lgd_master,7.0,7.103566860893407,,1.184,0.547,1.0,3.3876108759110077,,,,Weak,nearest tower 7.10 km; 7 tower(s) within radius; village Ookla 1.2 Mbps; nearest Ookla tile 3.39 km
52,Vodafone Idea,Odisha,Koraput,Koraput,Dolaiput,428926,18.86206695161244,82.74940035853955,lgd_master,,,,1.184,0.547,1.0,3.3876108759110077,,,,Unknown,village Ookla 1.2 Mbps; nearest Ookla tile 3.39 km
53,Airtel,Odisha,Koraput,Koraput,Doliamba,428913,18.88620838297058,82.75395010672115,lgd_master,13.0,9.163070436774793,,1.184,0.547,1.0,1.748673271901208,,,,Weak,nearest tower 9.16 km; 13 tower(s) within radius; village Ookla 1.2 Mbps; nearest Ookla tile 1.75 km
53,BSNL,Odisha,Koraput,Koraput,Doliamba,428913,18.88620838297058,82.75395010672115,lgd_master,31.0,5.805069137276853,,1.184,0.547,1.0,1.748673271901208,,,,Weak,nearest tower 5.81 km; 31 tower(s) within radius; village Ookla 1.2 Mbps; nearest Ookla tile 1.75 km
53,Jio,Odisha,Koraput,Koraput,Doliamba,428913,18.88620838297058,82.75395010672115,lgd_master,4.0,9.623596804784256,,1.184,0.547,1.0,1.748673271901208,,,,Weak,nearest tower 9.62 km; 4 tower(s) within radius; village Ookla 1.2 Mbps; nearest Ookla tile 1.75 km
53,Vodafone Idea,Odisha,Koraput,Koraput,Doliamba,428913,18.88620838297058,82.75395010672115,lgd_master,,,,1.184,0.547,1.0,1.748673271901208,,,,Unknown,village Ookla 1.2 Mbps; nearest Ookla tile 1.75 km
70,Airtel,Odisha,Koraput,Koraput,Dongri,428953,18.82675177949508,82.78427165705295,lgd_master,53.0,5.773086433285937,,66.988,8.257,3.0,3.881441117981587,,,,Weak,nearest tower 5.77 km; 53 tower(s) within radius; village Ookla 67.0 Mbps; nearest Ookla tile 3.88 km
70,BSNL,Odisha,Koraput,Koraput,Dongri,428953,18.82675177949508,82.78427165705295,lgd_master,57.0,0.5761982080281102,,66.988,8.257,3.0,3.881441117981587,,,,Strong,nearest tower 0.58 km; 57 tower(s) within radius; village Ookla 67.0 Mbps; nearest Ookla tile 3.88 km
70,Jio,Odisha,Koraput,Koraput,Dongri,428953,18.82675177949508,82.78427165705295,lgd_master,7.0,6.968682241540932,,66.988,8.257,3.0,3.881441117981587,,,,Weak,nearest tower 6.97 km; 7 tower(s) within radius; village Ookla 67.0 Mbps; nearest Ookla tile 3.88 km
70,Vodafone Idea,Odisha,Koraput,Koraput,Dongri,428953,18.82675177949508,82.78427165705295,lgd_master,,,,66.988,8.257,3.0,3.881441117981587,,,,Moderate,village Ookla 67.0 Mbps; nearest Ookla tile 3.88 km
13,Airtel,Odisha,Koraput,Koraput,Doudapadar,428970,18.82184897212855,82.60163448547465,lgd_master,187.0,1.5803510384817632,,19.442,1.805,1.0,2.7459935566924414,,,,Strong,nearest tower 1.58 km; 187 tower(s) within radius; village Ookla 19.4 Mbps; nearest Ookla tile 2.75 km
13,BSNL,Odisha,Koraput,Koraput,Doudapadar,428970,18.82184897212855,82.60163448547465,lgd_master,106.0,2.0164130140413477,,19.442,1.805,1.0,2.7459935566924414,,,,Moderate,nearest tower 2.02 km; 106 tower(s) within radius; village Ookla 19.4 Mbps; nearest Ookla tile 2.75 km
13,Jio,Odisha,Koraput,Koraput,Doudapadar,428970,18.82184897212855,82.60163448547465,lgd_master,44.0,4.397136987003722,,19.442,1.805,1.0,2.7459935566924414,,,,Moderate,nearest tower 4.40 km; 44 tower(s) within radius; village Ookla 19.4 Mbps; nearest Ookla tile 2.75 km
13,Vodafone Idea,Odisha,Koraput,Koraput,Doudapadar,428970,18.82184897212855,82.60163448547465,lgd_master,14.0,5.38012143674954,,19.442,1.805,1.0,2.7459935566924414,,,,Weak,nearest tower 5.38 km; 14 tower(s) within radius; village Ookla 19.4 Mbps; nearest Ookla tile 2.75 km
16,Airtel,Odisha,Koraput,Koraput,Dumuripadar,429988,18.75778576933507,82.98140309914399,lgd_master,22.0,5.189699163879432,,14.076,2.961,1.0,1.936594894210346,,,,Weak,nearest tower 5.19 km; 22 tower(s) within radius; village Ookla 14.1 Mbps; nearest Ookla tile 1.94 km
16,BSNL,Odisha,Koraput,Koraput,Dumuripadar,429988,18.75778576933507,82.98140309914399,lgd_master,50.0,5.42630255610094,,14.076,2.961,1.0,1.936594894210346,,,,Weak,nearest tower 5.43 km; 50 tower(s) within radius; village Ookla 14.1 Mbps; nearest Ookla tile 1.94 km
16,Jio,Odisha,Koraput,Koraput,Dumuripadar,429988,18.75778576933507,82.98140309914399,lgd_master,42.0,6.479943451597847,,14.076,2.961,1.0,1.936594894210346,,,,Weak,nearest tower 6.48 km; 42 tower(s) within radius; village Ookla 14.1 Mbps; nearest Ookla tile 1.94 km
16,Vodafone Idea,Odisha,Koraput,Koraput,Dumuripadar,429988,18.75778576933507,82.98140309914399,lgd_master,4.0,6.479943451597847,,14.076,2.961,1.0,1.936594894210346,,,,Weak,nearest tower 6.48 km; 4 tower(s) within radius; village Ookla 14.1 Mbps; nearest Ookla tile 1.94 km
77,Airtel,Odisha,Koraput,Koraput,Dumuriput,429971,18.76835723548329,82.79392319860705,lgd_master,75.0,2.1306742552703906,,133.629,48.62,1.0,0.880985953189143,,,,Moderate,nearest tower 2.13 km; 75 tower(s) within radius; village Ookla 133.6 Mbps; nearest Ookla tile 0.88 km
77,BSNL,Odisha,Koraput,Koraput,Dumuriput,429971,18.76835723548329,82.79392319860705,lgd_master,98.0,2.8325613666920697,,133.629,48.62,1.0,0.880985953189143,,,,Moderate,nearest tower 2.83 km; 98 tower(s) within radius; village Ookla 133.6 Mbps; nearest Ookla tile 0.88 km
77,Jio,Odisha,Koraput,Koraput,Dumuriput,429971,18.76835723548329,82.79392319860705,lgd_master,10.0,5.266533254882329,,133.629,48.62,1.0,0.880985953189143,,,,Weak,nearest tower 5.27 km; 10 tower(s) within radius; village Ookla 133.6 Mbps; nearest Ookla tile 0.88 km
77,Vodafone Idea,Odisha,Koraput,Koraput,Dumuriput,429971,18.76835723548329,82.79392319860705,lgd_master,4.0,5.70104128750483,,133.629,48.62,1.0,0.880985953189143,,,,Weak,nearest tower 5.70 km; 4 tower(s) within radius; village Ookla 133.6 Mbps; nearest Ookla tile 0.88 km
78,Airtel,Odisha,Koraput,Koraput,Duruguda,429003,18.78193083362609,82.75580184282967,lgd_master,66.0,0.4915188004974955,,277.166,16.819,6.0,1.29461181190444,,,,Strong,nearest tower 0.49 km; 66 tower(s) within radius; village Ookla 277.2 Mbps; nearest Ookla tile 1.29 km
78,BSNL,Odisha,Koraput,Koraput,Duruguda,429003,18.78193083362609,82.75580184282967,lgd_master,79.0,1.5121186202724315,,277.166,16.819,6.0,1.29461181190444,,,,Strong,nearest tower 1.51 km; 79 tower(s) within radius; village Ookla 277.2 Mbps; nearest Ookla tile 1.29 km
78,Jio,Odisha,Koraput,Koraput,Duruguda,429003,18.78193083362609,82.75580184282967,lgd_master,8.0,1.6796585534012367,,277.166,16.819,6.0,1.29461181190444,,,,Strong,nearest tower 1.68 km; 8 tower(s) within radius; village Ookla 277.2 Mbps; nearest Ookla tile 1.29 km
78,Vodafone Idea,Odisha,Koraput,Koraput,Duruguda,429003,18.78193083362609,82.75580184282967,lgd_master,1.0,9.708817710021147,,277.166,16.819,6.0,1.29461181190444,,,,Weak,nearest tower 9.71 km; 1 tower(s) within radius; village Ookla 277.2 Mbps; nearest Ookla tile 1.29 km
54,Airtel,Odisha,Koraput,Koraput,Ekdili,428925,18.87174005287739,82.74379571597899,lgd_master,36.0,7.279728076946175,,1.184,0.547,1.0,2.1841812261368307,,,,Weak,nearest tower 7.28 km; 36 tower(s) within radius; village Ookla 1.2 Mbps; nearest Ookla tile 2.18 km
54,BSNL,Odisha,Koraput,Koraput,Ekdili,428925,18.87174005287739,82.74379571597899,lgd_master,43.0,4.666341808773636,,1.184,0.547,1.0,2.1841812261368307,,,,Moderate,nearest tower 4.67 km; 43 tower(s) within radius; village Ookla 1.2 Mbps; nearest Ookla tile 2.18 km
54,Jio,Odisha,Koraput,Koraput,Ekdili,428925,18.87174005287739,82.74379571597899,lgd_master,6.0,7.706570157371451,,1.184,0.547,1.0,2.1841812261368307,,,,Weak,nearest tower 7.71 km; 6 tower(s) within radius; village Ookla 1.2 Mbps; nearest Ookla tile 2.18 km
54,Vodafone Idea,Odisha,Koraput,Koraput,Ekdili,428925,18.87174005287739,82.74379571597899,lgd_master,,,,1.184,0.547,1.0,2.1841812261368307,,,,Unknown,village Ookla 1.2 Mbps; nearest Ookla tile 2.18 km
71,Airtel,Odisha,Koraput,Koraput,Ektaguda,428959,18.85303151903746,82.74487648798427,lgd_master,49.0,5.4371757835989,,1.184,0.547,1.0,4.230929603340238,,,,Weak,nearest tower 5.44 km; 49 tower(s) within radius; village Ookla 1.2 Mbps; nearest Ookla tile 4.23 km
71,BSNL,Odisha,Koraput,Koraput,Ektaguda,428959,18.85303151903746,82.74487648798427,lgd_master,45.0,2.605970489410927,,1.184,0.547,1.0,4.230929603340238,,,,Moderate,nearest tower 2.61 km; 45 tower(s) within radius; village Ookla 1.2 Mbps; nearest Ookla tile 4.23 km
71,Jio,Odisha,Koraput,Koraput,Ektaguda,428959,18.85303151903746,82.74487648798427,lgd_master,7.0,6.016694232734783,,1.184,0.547,1.0,4.230929603340238,,,,Weak,nearest tower 6.02 km; 7 tower(s) within radius; village Ookla 1.2 Mbps; nearest Ookla tile 4.23 km
71,Vodafone Idea,Odisha,Koraput,Koraput,Ektaguda,428959,18.85303151903746,82.74487648798427,lgd_master,,,,1.184,0.547,1.0,4.230929603340238,,,,Unknown,village Ookla 1.2 Mbps; nearest Ookla tile 4.23 km
79,Airtel,Odisha,Koraput,Koraput,Gopalput,429005,18.76788224239133,82.77361289487517,lgd_master,69.0,1.4543539112485642,,133.629,48.62,1.0,2.2442375930809906,,,,Strong,nearest tower 1.45 km; 69 tower(s) within radius; village Ookla 133.6 Mbps; nearest Ookla tile 2.24 km
79,BSNL,Odisha,Koraput,Koraput,Gopalput,429005,18.76788224239133,82.77361289487517,lgd_master,90.0,1.3943908330676664,,133.629,48.62,1.0,2.2442375930809906,,,,Strong,nearest tower 1.39 km; 90 tower(s) within radius; village Ookla 133.6 Mbps; nearest Ookla tile 2.24 km
79,Jio,Odisha,Koraput,Koraput,Gopalput,429005,18.76788224239133,82.77361289487517,lgd_master,10.0,3.7893492816815013,,133.629,48.62,1.0,2.2442375930809906,,,,Moderate,nearest tower 3.79 km; 10 tower(s) within radius; village Ookla 133.6 Mbps; nearest Ookla tile 2.24 km
79,Vodafone Idea,Odisha,Koraput,Koraput,Gopalput,429005,18.76788224239133,82.77361289487517,lgd_master,4.0,7.2761127889823936,,133.629,48.62,1.0,2.2442375930809906,,,,Weak,nearest tower 7.28 km; 4 tower(s) within radius; village Ookla 133.6 Mbps; nearest Ookla tile 2.24 km
2,Airtel,Odisha,Koraput,Koraput,Haldiput,428993,18.70916762448933,82.7479716248017,lgd_master,49.0,5.580980065028891,,230.758,35.544,1.0,4.337496066062089,,,,Weak,nearest tower 5.58 km; 49 tower(s) within radius; village Ookla 230.8 Mbps; nearest Ookla tile 4.34 km
2,BSNL,Odisha,Koraput,Koraput,Haldiput,428993,18.70916762448933,82.7479716248017,lgd_master,58.0,2.325290881562728,,230.758,35.544,1.0,4.337496066062089,,,,Moderate,nearest tower 2.33 km; 58 tower(s) within radius; village Ookla 230.8 Mbps; nearest Ookla tile 4.34 km
2,Jio,Odisha,Koraput,Koraput,Haldiput,428993,18.70916762448933,82.7479716248017,lgd_master,5.0,5.580980065028891,,230.758,35.544,1.0,4.337496066062089,,,,Weak,nearest tower 5.58 km; 5 tower(s) within radius; village Ookla 230.8 Mbps; nearest Ookla tile 4.34 km
2,Vodafone Idea,Odisha,Koraput,Koraput,Haldiput,428993,18.70916762448933,82.7479716248017,lgd_master,1.0,8.95368982180828,,230.758,35.544,1.0,4.337496066062089,,,,Weak,nearest tower 8.95 km; 1 tower(s) within radius; village Ookla 230.8 Mbps; nearest Ookla tile 4.34 km
17,Airtel,Odisha,Koraput,Koraput,Hatimunda,429998,18.73136542631208,83.008586048523,lgd_master,10.0,8.873600351028239,,14.076,2.961,1.0,4.306672232371064,,,,Weak,nearest tower 8.87 km; 10 tower(s) within radius; village Ookla 14.1 Mbps; nearest Ookla tile 4.31 km
17,BSNL,Odisha,Koraput,Koraput,Hatimunda,429998,18.73136542631208,83.008586048523,lgd_master,17.0,8.290184557925016,,14.076,2.961,1.0,4.306672232371064,,,,Weak,nearest tower 8.29 km; 17 tower(s) within radius; village Ookla 14.1 Mbps; nearest Ookla tile 4.31 km
17,Jio,Odisha,Koraput,Koraput,Hatimunda,429998,18.73136542631208,83.008586048523,lgd_master,13.0,9.56800696988789,,14.076,2.961,1.0,4.306672232371064,,,,Weak,nearest tower 9.57 km; 13 tower(s) within radius; village Ookla 14.1 Mbps; nearest Ookla tile 4.31 km
17,Vodafone Idea,Odisha,Koraput,Koraput,Hatimunda,429998,18.73136542631208,83.008586048523,lgd_master,2.0,9.865828510290351,,14.076,2.961,1.0,4.306672232371064,,,,Weak,nearest tower 9.87 km; 2 tower(s) within radius; village Ookla 14.1 Mbps; nearest Ookla tile 4.31 km
72,Airtel,Odisha,Koraput,Koraput,Hiridiput,428928,18.87409136548742,82.79135844012849,lgd_master,,,,,,,,,,,Unknown,No tower or Ookla evidence available.
72,BSNL,Odisha,Koraput,Koraput,Hiridiput,428928,18.87409136548742,82.79135844012849,lgd_master,22.0,3.7764510979296255,,,,,,,,,Moderate,nearest tower 3.78 km; 22 tower(s) within radius
72,Jio,Odisha,Koraput,Koraput,Hiridiput,428928,18.87409136548742,82.79135844012849,lgd_master,,,,,,,,,,,Unknown,No tower or Ookla evidence available.
72,Vodafone Idea,Odisha,Koraput,Koraput,Hiridiput,428928,18.87409136548742,82.79135844012849,lgd_master,,,,,,,,,,,Unknown,No tower or Ookla evidence available.
3,Airtel,Odisha,Koraput,Koraput,Horidaput,428997,18.68564992319556,82.72465388456693,lgd_master,8.0,8.105174540723148,,,,,,,,,Weak,nearest tower 8.11 km; 8 tower(s) within radius
3,BSNL,Odisha,Koraput,Koraput,Horidaput,428997,18.68564992319556,82.72465388456693,lgd_master,23.0,5.490362118812121,,,,,,,,,Weak,nearest tower 5.49 km; 23 tower(s) within radius
3,Jio,Odisha,Koraput,Koraput,Horidaput,428997,18.68564992319556,82.72465388456693,lgd_master,1.0,8.105174540723148,,,,,,,,,Weak,nearest tower 8.11 km; 1 tower(s) within radius
3,Vodafone Idea,Odisha,Koraput,Koraput,Horidaput,428997,18.68564992319556,82.72465388456693,lgd_master,,,,,,,,,,,Unknown,No tower or Ookla evidence available.
18,Airtel,Odisha,Koraput,Koraput,Janjanaguda,429999,18.75129883888845,83.00823417023754,lgd_master,14.0,7.411938754173231,,14.076,2.961,1.0,4.220198251310852,,,,Weak,nearest tower 7.41 km; 14 tower(s) within radius; village Ookla 14.1 Mbps; nearest Ookla tile 4.22 km
18,BSNL,Odisha,Koraput,Koraput,Janjanaguda,429999,18.75129883888845,83.00823417023754,lgd_master,32.0,8.30651755010508,,14.076,2.961,1.0,4.220198251310852,,,,Weak,nearest tower 8.31 km; 32 tower(s) within radius; village Ookla 14.1 Mbps; nearest Ookla tile 4.22 km
18,Jio,Odisha,Koraput,Koraput,Janjanaguda,429999,18.75129883888845,83.00823417023754,lgd_master,22.0,9.306425145056203,,14.076,2.961,1.0,4.220198251310852,,,,Weak,nearest tower 9.31 km; 22 tower(s) within radius; village Ookla 14.1 Mbps; nearest Ookla tile 4.22 km
18,Vodafone Idea,Odisha,Koraput,Koraput,Janjanaguda,429999,18.75129883888845,83.00823417023754,lgd_master,4.0,9.354764495130928,,14.076,2.961,1.0,4.220198251310852,,,,Weak,nearest tower 9.35 km; 4 tower(s) within radius; village Ookla 14.1 Mbps; nearest Ookla tile 4.22 km
65,Airtel,Odisha,Koraput,Koraput,Jerty,428919,18.87563993252246,82.66546471582753,lgd_master,61.0,5.308147581004669,,213.281,38.197,2.0,2.218057725955824,,,,Weak,nearest tower 5.31 km; 61 tower(s) within radius; village Ookla 213.3 Mbps; nearest Ookla tile 2.22 km
65,BSNL,Odisha,Koraput,Koraput,Jerty,428919,18.87563993252246,82.66546471582753,lgd_master,44.0,3.224988627009431,,213.281,38.197,2.0,2.218057725955824,,,,Moderate,nearest tower 3.22 km; 44 tower(s) within radius; village Ookla 213.3 Mbps; nearest Ookla tile 2.22 km
65,Jio,Odisha,Koraput,Koraput,Jerty,428919,18.87563993252246,82.66546471582753,lgd_master,5.0,8.13804902756793,,213.281,38.197,2.0,2.218057725955824,,,,Weak,nearest tower 8.14 km; 5 tower(s) within radius; village Ookla 213.3 Mbps; nearest Ookla tile 2.22 km
65,Vodafone Idea,Odisha,Koraput,Koraput,Jerty,428919,18.87563993252246,82.66546471582753,lgd_master,,,,213.281,38.197,2.0,2.218057725955824,,,,Moderate,village Ookla 213.3 Mbps; nearest Ookla tile 2.22 km
4,Airtel,Odisha,Koraput,Koraput,Kalchur,428990,18.7513393999108,82.73392420906725,lgd_master,58.0,1.9474335874193442,,277.166,16.819,6.0,2.7984832041188583,,,,Strong,nearest tower 1.95 km; 58 tower(s) within radius; village Ookla 277.2 Mbps; nearest Ookla tile 2.80 km
4,BSNL,Odisha,Koraput,Koraput,Kalchur,428990,18.7513393999108,82.73392420906725,lgd_master,72.0,1.153023938272639,,277.166,16.819,6.0,2.7984832041188583,,,,Strong,nearest tower 1.15 km; 72 tower(s) within radius; village Ookla 277.2 Mbps; nearest Ookla tile 2.80 km
4,Jio,Odisha,Koraput,Koraput,Kalchur,428990,18.7513393999108,82.73392420906725,lgd_master,8.0,3.2365036852546964,,277.166,16.819,6.0,2.7984832041188583,,,,Moderate,nearest tower 3.24 km; 8 tower(s) within radius; village Ookla 277.2 Mbps; nearest Ookla tile 2.80 km
4,Vodafone Idea,Odisha,Koraput,Koraput,Kalchur,428990,18.7513393999108,82.73392420906725,lgd_master,,,,277.166,16.819,6.0,2.7984832041188583,,,,Moderate,village Ookla 277.2 Mbps; nearest Ookla tile 2.80 km
44,Airtel,Odisha,Koraput,Koraput,Kandhaputraghati,429990,18.77539350263547,82.95281116365786,lgd_master,23.0,2.8275143137695373,,10.476,0.706,1.0,2.079025435227482,,,,Moderate,nearest tower 2.83 km; 23 tower(s) within radius; village Ookla 10.5 Mbps; nearest Ookla tile 2.08 km
44,BSNL,Odisha,Koraput,Koraput,Kandhaputraghati,429990,18.77539350263547,82.95281116365786,lgd_master,52.0,2.9478871003326046,,10.476,0.706,1.0,2.079025435227482,,,,Moderate,nearest tower 2.95 km; 52 tower(s) within radius; village Ookla 10.5 Mbps; nearest Ookla tile 2.08 km
44,Jio,Odisha,Koraput,Koraput,Kandhaputraghati,429990,18.77539350263547,82.95281116365786,lgd_master,42.0,3.5109566608147906,,10.476,0.706,1.0,2.079025435227482,,,,Moderate,nearest tower 3.51 km; 42 tower(s) within radius; village Ookla 10.5 Mbps; nearest Ookla tile 2.08 km
44,Vodafone Idea,Odisha,Koraput,Koraput,Kandhaputraghati,429990,18.77539350263547,82.95281116365786,lgd_master,4.0,3.5109566608147906,,10.476,0.706,1.0,2.079025435227482,,,,Moderate,nearest tower 3.51 km; 4 tower(s) within radius; village Ookla 10.5 Mbps; nearest Ookla tile 2.08 km
95,Airtel,Odisha,Koraput,Koraput,Kanheiput,953248,18.79441846906029,82.70989034595277,lgd_master,56.0,0.6179267908492899,,178.105,4.214,1.0,0.29881298595117123,,,,Strong,nearest tower 0.62 km; 56 tower(s) within radius; village Ookla 178.1 Mbps; nearest Ookla tile 0.30 km
95,BSNL,Odisha,Koraput,Koraput,Kanheiput,953248,18.79441846906029,82.70989034595277,lgd_master,50.0,0.6179267908492899,,178.105,4.214,1.0,0.29881298595117123,,,,Strong,nearest tower 0.62 km; 50 tower(s) within radius; village Ookla 178.1 Mbps; nearest Ookla tile 0.30 km
95,Jio,Odisha,Koraput,Koraput,Kanheiput,953248,18.79441846906029,82.70989034595277,lgd_master,7.0,1.7247564795752202,,178.105,4.214,1.0,0.29881298595117123,,,,Strong,nearest tower 1.72 km; 7 tower(s) within radius; village Ookla 178.1 Mbps; nearest Ookla tile 0.30 km
95,Vodafone Idea,Odisha,Koraput,Koraput,Kanheiput,953248,18.79441846906029,82.70989034595277,lgd_master,,,,178.105,4.214,1.0,0.29881298595117123,,,,Moderate,village Ookla 178.1 Mbps; nearest Ookla tile 0.30 km
96,Airtel,Odisha,Koraput,Koraput,Kantaguda,956559,18.75980239015621,82.88022771249874,lgd_master,55.0,1.0307335872463534,,14.754,6.837,1.0,1.2844978986275832,,,,Strong,nearest tower 1.03 km; 55 tower(s) within radius; village Ookla 14.8 Mbps; nearest Ookla tile 1.28 km
96,BSNL,Odisha,Koraput,Koraput,Kantaguda,956559,18.75980239015621,82.88022771249874,lgd_master,98.0,2.0851356332980644,,14.754,6.837,1.0,1.2844978986275832,,,,Moderate,nearest tower 2.09 km; 98 tower(s) within radius; village Ookla 14.8 Mbps; nearest Ookla tile 1.28 km
96,Jio,Odisha,Koraput,Koraput,Kantaguda,956559,18.75980239015621,82.88022771249874,lgd_master,46.0,1.0307335872463534,,14.754,6.837,1.0,1.2844978986275832,,,,Strong,nearest tower 1.03 km; 46 tower(s) within radius; village Ookla 14.8 Mbps; nearest Ookla tile 1.28 km
96,Vodafone Idea,Odisha,Koraput,Koraput,Kantaguda,956559,18.75980239015621,82.88022771249874,lgd_master,9.0,4.1941333738508115,,14.754,6.837,1.0,1.2844978986275832,,,,Moderate,nearest tower 4.19 km; 9 tower(s) within radius; village Ookla 14.8 Mbps; nearest Ookla tile 1.28 km
45,Airtel,Odisha,Koraput,Koraput,Karadiguda,429984,18.7892991772119,82.96304610263185,lgd_master,24.0,1.2273855043719641,,113.212,12.785,4.0,0.6014050980019782,,,,Strong,nearest tower 1.23 km; 24 tower(s) within radius; village Ookla 113.2 Mbps; nearest Ookla tile 0.60 km
45,BSNL,Odisha,Koraput,Koraput,Karadiguda,429984,18.7892991772119,82.96304610263185,lgd_master,50.0,4.760513931544907,,113.212,12.785,4.0,0.6014050980019782,,,,Moderate,nearest tower 4.76 km; 50 tower(s) within radius; village Ookla 113.2 Mbps; nearest Ookla tile 0.60 km
45,Jio,Odisha,Koraput,Koraput,Karadiguda,429984,18.7892991772119,82.96304610263185,lgd_master,42.0,5.016562603020468,,113.212,12.785,4.0,0.6014050980019782,,,,Weak,nearest tower 5.02 km; 42 tower(s) within radius; village Ookla 113.2 Mbps; nearest Ookla tile 0.60 km
45,Vodafone Idea,Odisha,Koraput,Koraput,Karadiguda,429984,18.7892991772119,82.96304610263185,lgd_master,4.0,5.016562603020468,,113.212,12.785,4.0,0.6014050980019782,,,,Weak,nearest tower 5.02 km; 4 tower(s) within radius; village Ookla 113.2 Mbps; nearest Ookla tile 0.60 km
55,Airtel,Odisha,Koraput,Koraput,Karanjiguda,428922,18.8783435651252,82.71943162166582,lgd_master,39.0,6.774977445379566,,1.184,0.547,1.0,1.9437383693210584,,,,Weak,nearest tower 6.77 km; 39 tower(s) within radius; village Ookla 1.2 Mbps; nearest Ookla tile 1.94 km
55,BSNL,Odisha,Koraput,Koraput,Karanjiguda,428922,18.8783435651252,82.71943162166582,lgd_master,43.0,5.206578779558321,,1.184,0.547,1.0,1.9437383693210584,,,,Weak,nearest tower 5.21 km; 43 tower(s) within radius; village Ookla 1.2 Mbps; nearest Ookla tile 1.94 km
55,Jio,Odisha,Koraput,Koraput,Karanjiguda,428922,18.8783435651252,82.71943162166582,lgd_master,6.0,7.630013824660168,,1.184,0.547,1.0,1.9437383693210584,,,,Weak,nearest tower 7.63 km; 6 tower(s) within radius; village Ookla 1.2 Mbps; nearest Ookla tile 1.94 km
55,Vodafone Idea,Odisha,Koraput,Koraput,Karanjiguda,428922,18.8783435651252,82.71943162166582,lgd_master,,,,1.184,0.547,1.0,1.9437383693210584,,,,Unknown,village Ookla 1.2 Mbps; nearest Ookla tile 1.94 km
33,Airtel,Odisha,Koraput,Koraput,Kechala,428979,18.75453694047552,82.63020560245654,lgd_master,17.0,6.4980058972323205,,25.472,8.161,1.0,3.873953100177184,,,,Weak,nearest tower 6.50 km; 17 tower(s) within radius; village Ookla 25.5 Mbps; nearest Ookla tile 3.87 km
33,BSNL,Odisha,Koraput,Koraput,Kechala,428979,18.75453694047552,82.63020560245654,lgd_master,10.0,8.352710465692812,,25.472,8.161,1.0,3.873953100177184,,,,Weak,nearest tower 8.35 km; 10 tower(s) within radius; village Ookla 25.5 Mbps; nearest Ookla tile 3.87 km
33,Jio,Odisha,Koraput,Koraput,Kechala,428979,18.75453694047552,82.63020560245654,lgd_master,,,,25.472,8.161,1.0,3.873953100177184,,,,Moderate,village Ookla 25.5 Mbps; nearest Ookla tile 3.87 km
33,Vodafone Idea,Odisha,Koraput,Koraput,Kechala,428979,18.75453694047552,82.63020560245654,lgd_master,,,,25.472,8.161,1.0,3.873953100177184,,,,Moderate,village Ookla 25.5 Mbps; nearest Ookla tile 3.87 km
27,Airtel,Odisha,Koraput,Koraput,Kendar,428918,18.89047203375205,82.70178357736893,lgd_master,20.0,7.802814160576196,,213.281,38.197,2.0,3.1723281655677873,,,,Weak,nearest tower 7.80 km; 20 tower(s) within radius; village Ookla 213.3 Mbps; nearest Ookla tile 3.17 km
27,BSNL,Odisha,Koraput,Koraput,Kendar,428918,18.89047203375205,82.70178357736893,lgd_master,22.0,5.033661493147,,213.281,38.197,2.0,3.1723281655677873,,,,Weak,nearest tower 5.03 km; 22 tower(s) within radius; village Ookla 213.3 Mbps; nearest Ookla tile 3.17 km
27,Jio,Odisha,Koraput,Koraput,Kendar,428918,18.89047203375205,82.70178357736893,lgd_master,4.0,8.949454168835395,,213.281,38.197,2.0,3.1723281655677873,,,,Weak,nearest tower 8.95 km; 4 tower(s) within radius; village Ookla 213.3 Mbps; nearest Ookla tile 3.17 km
27,Vodafone Idea,Odisha,Koraput,Koraput,Kendar,428918,18.89047203375205,82.70178357736893,lgd_master,,,,213.281,38.197,2.0,3.1723281655677873,,,,Moderate,village Ookla 213.3 Mbps; nearest Ookla tile 3.17 km
19,Airtel,Odisha,Koraput,Koraput,Keragam,429987,18.75819749599087,82.97962477878288,lgd_master,22.0,5.069298742947888,,14.076,2.961,1.0,1.8479876066207728,,,,Weak,nearest tower 5.07 km; 22 tower(s) within radius; village Ookla 14.1 Mbps; nearest Ookla tile 1.85 km
19,BSNL,Odisha,Koraput,Koraput,Keragam,429987,18.75819749599087,82.97962477878288,lgd_master,50.0,5.237022830822404,,14.076,2.961,1.0,1.8479876066207728,,,,Weak,nearest tower 5.24 km; 50 tower(s) within radius; village Ookla 14.1 Mbps; nearest Ookla tile 1.85 km
19,Jio,Odisha,Koraput,Koraput,Keragam,429987,18.75819749599087,82.97962477878288,lgd_master,42.0,6.290926406854829,,14.076,2.961,1.0,1.8479876066207728,,,,Weak,nearest tower 6.29 km; 42 tower(s) within radius; village Ookla 14.1 Mbps; nearest Ookla tile 1.85 km
